element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
6383/243,26.26748971,decomposable,1 + 6140/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6391/81,78.90123457,decomposable,1 + 6310/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6392/81,78.91358025,decomposable,1 + 6311/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6395/81,78.95061728,decomposable,7 + 5828/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6398/81,78.98765432,decomposable,1 + 6317/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6401/81,79.02469136,decomposable,1 + 6320/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6404/243,26.35390947,decomposable,1 + 6161/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6407/81,79.09876543,decomposable,1 + 6326/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6410/243,26.37860082,decomposable,3530/243 + 320/27,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6416/81,79.20987654,decomposable,1 + 6335/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6418/81,79.23456790,decomposable,1 + 6337/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6419/243,26.41563786,decomposable,1 + 6176/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6422/81,79.28395062,decomposable,1 + 6341/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6425/81,79.32098765,decomposable,2 + 6263/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6428/81,79.35802469,decomposable,1 + 6347/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6428/243,26.45267490,decomposable,1 + 6185/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6431/81,79.39506173,decomposable,1 + 6350/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6436/81,79.45679012,decomposable,1 + 6355/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6443/81,79.54320988,decomposable,1 + 6362/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6445/81,79.56790123,decomposable,7 + 5878/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6446/243,26.52674897,decomposable,1 + 6203/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6448/81,79.60493827,decomposable,1 + 6367/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6455/81,79.69135802,decomposable,2 + 6293/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6455/243,26.56378601,decomposable,3530/243 + 325/27,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6458/243,26.57613169,decomposable,1 + 6215/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6461/81,79.76543210,decomposable,1 + 6380/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6463/81,79.79012346,decomposable,1 + 6382/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6464/243,26.60082305,decomposable,1 + 6221/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6470/81,79.87654321,decomposable,11125/243 + 8285/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6472/81,79.90123457,decomposable,1 + 6391/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6473/81,79.91358025,decomposable,1 + 6392/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6476/81,79.95061728,decomposable,1 + 6395/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6482/81,80.02469136,decomposable,1 + 6401/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6485/81,80.06172840,decomposable,2 + 6323/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6485/243,26.68724280,decomposable,3530/243 + 985/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6488/81,80.09876543,decomposable,1 + 6407/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6491/243,26.71193416,decomposable,1 + 6248/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6493/243,26.72016461,decomposable,1 + 6250/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6497/81,80.20987654,decomposable,1 + 6416/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6500/243,26.74897119,decomposable,2 + 6014/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6503/81,80.28395062,decomposable,1 + 6422/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6506/81,80.32098765,decomposable,1 + 6425/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6509/243,26.78600823,decomposable,1 + 6266/243,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
6512/81,80.39506173,decomposable,1 + 6431/81,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
